image_id,healthy,multiple_diseases,rust,scab
Test_168,1.130594e-05,0.9930474,0.005928422,0.0010128658
Test_169,1.0537105e-06,0.0032205821,0.9967784,4.990145e-10
Test_170,0.0072000404,0.047539376,2.1456312e-05,0.9452391
Test_171,9.735208e-06,0.0036115192,0.9963787,2.8627198e-09
Test_172,1.10310175e-05,0.071653746,0.928335,1.6826115e-07
Test_173,8.506152e-11,0.00066484034,0.9993351,6.6347007e-15
Test_174,0.6340397,0.0009410668,4.258893e-05,0.36497658
Test_175,0.9991468,0.00022866704,9.088177e-05,0.0005335645
Test_176,0.00034530205,0.018541351,0.9811014,1.1890253e-05
Test_177,0.0018375561,0.0009822765,1.5248299e-06,0.9971787
Test_178,7.77893e-06,3.2516982e-05,1.4328716e-10,0.9999597
Test_179,0.00082136324,0.04872041,0.95042264,3.5542274e-05
Test_180,4.2826462e-09,0.005055813,0.99494416,6.566466e-12
Test_181,0.0018448101,0.0054761325,9.600786e-07,0.99267817
Test_182,4.520993e-06,0.77797467,0.22201748,3.3201823e-06
Test_183,0.8873229,0.011811631,0.00042744653,0.100437984
Test_184,0.4583765,0.19099844,0.3035637,0.047061387
Test_185,0.0065993513,0.008514246,3.5519759e-06,0.9848829
Test_186,0.0036502287,0.013446998,6.973546e-06,0.98289573
Test_187,4.3691067e-14,0.0006423557,0.99935764,3.9227974e-21
Test_188,1.0245705e-09,0.00023129706,0.9997687,9.9119076e-15
Test_189,0.99908733,0.00013770715,3.2474025e-05,0.0007425262
Test_190,0.0002790355,0.024891773,0.9747971,3.2046315e-05
Test_191,9.671572e-06,0.26512584,0.73486114,3.3190179e-06
Test_192,9.170226e-05,0.35929647,0.6405313,8.052924e-05
Test_193,9.6095114e-17,0.018756045,0.9812439,1.2388105e-22
Test_194,2.7739006e-14,0.00023083133,0.99976915,8.236158e-22
Test_195,0.9529697,0.01629351,0.029355425,0.0013814012
Test_196,0.00076245045,0.086109474,3.6288873e-06,0.9131245
Test_197,0.0007008248,0.016432233,0.9828535,1.3440618e-05
Test_198,0.014595986,0.015615437,0.00020434162,0.9695842
Test_199,5.047036e-05,0.008707342,0.9912397,2.4458916e-06
Test_200,0.0001890406,0.03243049,0.9673776,2.8970346e-06
Test_201,0.0017353516,0.87477064,0.00087777275,0.12261625
Test_202,0.00016146908,0.25585377,0.74392223,6.252462e-05
Test_203,8.914369e-06,0.020867411,0.9791235,2.0817653e-07
Test_204,3.427895e-05,0.021066854,4.090703e-08,0.9788988
Test_205,0.027673064,0.0006194591,4.499828e-06,0.971703
Test_206,0.00046794547,0.00067265076,2.771792e-08,0.9988594
Test_207,0.11746045,0.006152325,0.00030862118,0.8760786
Test_208,0.046961974,0.104488775,0.0003812437,0.8481679
Test_209,2.7221188e-12,0.020583373,0.9794166,7.1595195e-18
Test_210,1.8197097e-05,0.007284019,2.2818785e-09,0.9926978
Test_211,0.00017240584,0.976395,0.021604579,0.0018280434
Test_212,1.8284228e-06,0.012949934,0.9870482,7.9129264e-10
Test_213,0.010285459,0.080825984,0.9072049,0.0016836753
Test_214,5.003407e-12,0.00010812892,0.9998919,5.250192e-19
Test_215,0.9776308,0.0009984536,0.00015520562,0.02121558
Test_216,0.99982834,6.0074854e-05,2.9516867e-05,8.2048246e-05
Test_217,0.0010886879,0.035346545,9.647442e-06,0.96355516
Test_218,0.9942365,0.0017989196,0.0007754679,0.003189093
Test_219,2.815069e-09,0.002971877,0.9970282,1.7320698e-12
Test_220,1.4824688e-05,0.00012397938,2.9387853e-10,0.9998611
Test_221,0.38352022,0.08991176,0.0015981646,0.5249699
Test_222,0.049485754,0.09846977,0.84308094,0.00896354
Test_223,4.125363e-06,0.004894435,0.9951015,3.5471344e-09
Test_224,0.036000982,0.83063936,0.067934714,0.0654249
Test_225,0.9602409,0.012473386,0.0023949356,0.024890771
Test_226,2.8992594e-10,0.0024273456,0.9975726,1.514402e-13
Test_227,0.0006072535,0.0031572597,1.4771311e-07,0.99623543
Test_228,0.0010989778,0.007786156,0.9911141,7.9142245e-07
Test_229,6.130526e-08,0.0016934291,0.9983065,8.23715e-12
Test_230,0.0015387188,0.0035560303,1.3728596e-06,0.9949038
Test_231,2.8277249e-05,0.00032302734,1.3595974e-09,0.9996487
Test_232,0.997543,0.0006507613,0.0016149518,0.00019141947
Test_233,0.9922281,0.0022564877,0.00020242762,0.00531303
Test_234,0.0028719422,0.0014103816,2.1420005e-06,0.99571556
Test_235,5.8727404e-05,0.0017628918,6.3679377e-09,0.99817836
Test_236,8.157238e-05,0.19083776,0.8090626,1.8018567e-05
Test_237,0.0007851278,0.728395,0.00075634656,0.27006355
Test_238,5.246695e-13,0.24084851,0.75915146,8.752984e-18
Test_239,6.7872465e-06,0.017221082,0.98277205,1.18770714e-07
Test_240,5.2579083e-09,0.0024238809,0.9975762,1.7300371e-11
Test_241,7.9673455e-06,0.38914782,0.61084306,1.1662418e-06
Test_242,0.00083205407,0.0012700704,2.4269568e-07,0.9978976
Test_243,0.86515903,0.009381239,0.0008397536,0.12461992
Test_244,0.0070207166,0.00525055,8.9400955e-06,0.9877198
Test_245,3.519381e-07,0.045697175,0.9543025,2.0621972e-10
Test_246,0.0013913882,0.0012454006,2.6539243e-07,0.99736303
Test_247,1.3027521e-07,0.0002333264,1.9976681e-13,0.9997665
Test_248,0.032146674,0.098801054,0.00012887442,0.86892337
Test_249,2.140093e-06,0.0048273443,0.9951704,1.246532e-07
Test_250,0.9242035,0.035965204,0.0180333,0.021797977
Test_251,0.9973732,0.00037294425,5.7262303e-05,0.0021965636
Test_252,6.428666e-05,0.032810397,0.9671236,1.76754e-06
Test_253,1.0022016e-05,0.008444899,5.008771e-09,0.9915451
Test_254,0.00059519784,0.006184123,1.08532134e-07,0.99322057
Test_255,0.0010854356,0.013396365,1.2849014e-06,0.98551697
Test_256,0.00030436108,0.017780645,8.692219e-07,0.9819142
Test_257,1.8513474e-12,6.608088e-05,0.99993396,7.3423166e-16
Test_258,2.6129778e-06,0.020675184,0.97932225,1.4569273e-08
Test_259,0.9529283,0.0033040566,0.002673323,0.04109426
Test_260,0.059905868,0.018656436,5.0639057e-05,0.921387
Test_261,1.3628373e-06,0.0166042,0.9833944,1.4996429e-08
Test_262,0.0023443382,0.026149,1.4019296e-06,0.9715053
Test_263,0.8567369,0.0026760185,0.0002648983,0.14032221
Test_264,0.988572,0.0041982266,0.0065182904,0.0007115125
Test_265,3.8535858e-05,0.009024598,0.9909367,2.7505925e-07
Test_266,1.8210569e-05,5.8094312e-05,9.6449994e-11,0.9999237
Test_267,0.99442947,0.0007520261,0.00016581702,0.0046527362
Test_268,4.9176673e-14,0.0023020564,0.9976979,1.8193953e-19
Test_269,0.9938891,0.00049158087,7.5106575e-05,0.005544203
Test_270,0.0004353525,0.00066115253,5.380486e-08,0.9989035
Test_271,0.20715165,0.0015569945,1.507098e-05,0.7912763
Test_272,0.00010125357,0.05180202,0.94808847,8.305346e-06
Test_273,0.9558106,0.016067686,0.0012031852,0.026918525
Test_274,0.012899523,0.032980595,0.9534244,0.00069545733
Test_275,7.040568e-08,0.0032708969,0.996729,3.4447536e-09
Test_276,0.00091776444,0.7890388,0.00050345826,0.20954002
Test_277,1.5185405e-05,0.0059607294,4.512216e-09,0.9940241
Test_278,0.0022275038,0.058678698,6.509791e-06,0.93908733
Test_279,6.634582e-11,0.00023673433,0.9997633,2.6487669e-15
Test_280,0.00021538003,0.0020820682,2.6157915e-08,0.99770254
Test_281,0.00043589878,0.0028276863,9.9717e-08,0.9967362
Test_282,0.00030171612,0.92689013,0.00043391596,0.07237414
Test_283,3.28027e-05,0.01493281,0.9850328,1.6972556e-06
Test_284,4.6378478e-05,0.015672065,0.98428124,2.0160986e-07
Test_285,0.07779286,0.2541217,0.0016538464,0.6664315
Test_286,0.00019878193,0.0010489053,2.375102e-08,0.99875236
Test_287,0.0008556867,0.29169944,1.6076283e-05,0.70742875
Test_288,0.00083006575,0.48740265,0.0006303387,0.5111369
Test_289,1.3876847e-06,5.11535e-06,1.6328151e-12,0.99999344
Test_290,2.1817089e-14,0.001507069,0.99849296,6.15986e-20
Test_291,1.9952093e-05,0.007863883,0.99211615,4.8569287e-08
Test_292,0.999556,6.4226915e-05,0.00016076103,0.00021901564
Test_293,1.2539754e-15,0.0004991369,0.9995009,4.0602817e-24
Test_294,0.0005381201,0.012689163,0.98676157,1.1227114e-05
Test_295,0.00027522008,0.034704402,0.9649616,5.8807622e-05
Test_296,0.012372563,0.65643954,0.0025641986,0.3286237
Test_297,0.21970914,0.03109369,0.00011520263,0.74908197
Test_298,4.498612e-08,0.014481268,0.9855187,6.195719e-11
Test_299,5.861093e-05,0.9835707,0.0014101198,0.014960505
Test_300,0.0038730993,0.035781257,1.0812867e-05,0.9603349
Test_301,0.95525163,0.010596029,0.00035503003,0.033797286
Test_302,0.0018147461,0.001174713,2.5728903e-07,0.99701023
Test_303,0.99644154,0.0014135403,0.00036483994,0.0017801196
Test_304,0.99803406,0.00064644206,0.0011756233,0.0001438938
Test_305,0.47683567,0.008680092,0.0001635886,0.5143207
Test_306,0.2500143,0.01749391,3.598134e-05,0.7324558
Test_307,0.9981376,8.058579e-05,1.5954352e-05,0.0017658552
Test_308,0.19137086,0.020113705,0.000111844194,0.7884036
Test_309,7.8807866e-10,0.00894272,0.9910573,8.5788944e-13
Test_310,8.6492455e-06,0.1269026,0.87308574,2.966681e-06
Test_311,5.7054432e-09,0.029571155,0.9704288,7.878948e-11
Test_312,1.7042976e-05,9.515953e-06,3.1741294e-11,0.9999734
Test_313,0.0014278502,0.021780182,1.268656e-06,0.97679067
Test_314,2.1335794e-05,0.00047374552,4.3794135e-10,0.9995049
Test_315,0.101019114,0.010897579,0.00017039254,0.8879129
Test_316,1.6112957e-09,0.0005491755,0.99945086,1.0741309e-12
Test_317,0.0063251616,0.028024498,0.9655493,0.000101076126
Test_318,0.00029225514,0.12736745,4.271296e-06,0.872336
Test_319,5.4864975e-18,1.8195996e-06,0.9999982,4.289153e-26
Test_320,1.6674077e-06,0.0039455686,0.99605274,3.050155e-09
Test_321,0.9890934,0.0055050394,0.0044563417,0.00094521407
Test_322,0.8330858,0.018383903,0.0012913437,0.147239
Test_323,0.0015403273,0.036904674,0.9614771,7.7959514e-05
Test_324,3.8081343e-09,0.023316648,0.9766833,5.378117e-14
Test_325,0.0026415186,0.006326586,1.2267858e-06,0.9910307
Test_326,5.5645237e-06,0.0035405788,0.9964539,1.4604586e-08
Test_327,0.000994404,0.027280405,1.595117e-06,0.9717236
Test_328,2.9134914e-13,0.0025525992,0.9974474,6.436819e-21
Test_329,0.00058123685,0.015589717,0.9838165,1.2530792e-05
Test_330,2.3996854e-16,0.09825324,0.90174675,1.3830057e-23
Test_331,0.00046408604,0.92502373,0.06756111,0.0069510518
Test_332,0.9782171,0.008075599,0.01224941,0.0014577782
Test_333,1.3783456e-07,0.04563216,0.95436776,1.7633629e-09
Test_334,4.8596696e-09,0.003227325,0.9967727,1.8667775e-13
Test_335,0.9946443,0.00251311,0.0022908319,0.00055173994
Test_336,1.6048549e-05,0.0030852307,0.9968988,5.259785e-08
Test_337,0.97928077,0.014014958,0.0022515196,0.004452849
Test_338,0.9991744,0.00025014533,8.353503e-05,0.0004918446
Test_339,7.688006e-05,0.061482918,0.938436,4.2544248e-06
Test_340,4.5100114e-05,0.008383075,0.9915713,4.1810867e-07
Test_341,0.9963987,0.0015538136,0.00027819796,0.001769329
Test_342,0.9982292,0.00025645606,8.321194e-05,0.001431118
Test_343,0.26844943,0.0070807175,0.0005447544,0.7239251
Test_344,1.7397367e-10,0.0011159149,0.99888414,6.973994e-18
Test_345,6.4817547e-09,0.012162743,0.9878372,1.4526943e-13
Test_346,2.2286387e-13,0.002206003,0.99779403,2.3625415e-22
Test_347,2.3377859e-19,2.411372e-06,0.9999976,8.7099935e-32
Test_348,0.00033468075,0.0012831516,4.509221e-08,0.9983822
Test_349,0.00018067863,0.97675496,0.018616155,0.0044482094
Test_350,0.0003258454,0.35086465,5.3620297e-06,0.6488041
Test_351,1.403955e-11,0.00037515382,0.99962485,1.899047e-15
Test_352,0.00038773665,0.029385924,9.608266e-07,0.97022545
Test_353,0.0039495514,0.020985007,0.97498995,7.5388234e-05
Test_354,1.9627485e-28,0.00020812982,0.9997919,0.0
Test_355,0.008374369,0.03746925,5.098306e-05,0.9541055
Test_356,0.98845553,0.00082416745,0.000442567,0.010277776
Test_357,0.9968991,0.0014468771,0.0011669121,0.00048715147
Test_358,0.0005943827,0.96695745,0.0034597819,0.02898845
Test_359,5.8777827e-05,0.0030652687,9.955418e-09,0.9968759
Test_360,0.00035475375,0.00818869,1.6127407e-07,0.99145645
Test_361,0.9797702,0.004263038,0.00024452788,0.015722271
Test_362,0.99507695,0.0005268431,0.0003136691,0.0040826034
Test_363,2.7562446e-05,0.0036357618,0.9963366,1.2344664e-07
Test_364,8.52799e-17,0.00015806759,0.9998419,5.845316e-26
Test_365,2.0779207e-05,0.0014245966,0.99855465,2.712758e-08
Test_366,1.1696884e-06,0.011074759,0.9889241,2.8827793e-08
Test_367,0.000106761545,0.0012866183,1.0626946e-08,0.9986066
Test_368,0.99737895,0.00010518348,1.7142702e-05,0.0024987378
Test_369,0.00013729867,0.04399671,1.9243983e-07,0.95586574
Test_370,1.7114778e-07,0.0020057322,0.99799407,2.2773184e-11
Test_371,1.4048809e-08,0.00030100235,0.999699,2.0687278e-13
Test_372,0.2863324,0.006529409,6.024493e-05,0.70707786
Test_373,0.0003549048,0.027508488,0.9721315,5.131855e-06
Test_374,0.00034415975,0.017269004,0.9823638,2.3058923e-05
Test_375,0.0020438777,0.01446948,2.0333894e-06,0.9834847
Test_376,0.9812928,0.0024896816,0.015640106,0.0005774262
Test_377,0.85770446,0.03792115,0.00094900024,0.10342541
Test_378,6.1594815e-20,0.005605091,0.9943949,1.3643934e-28
Test_379,0.0079285195,0.7794784,0.022953482,0.18963967
Test_380,4.003338e-05,0.016840426,3.36759e-08,0.98311955
Test_381,0.022219326,0.14009628,0.0007481046,0.83693635
Test_382,0.00024362814,0.011976088,7.582363e-08,0.9877801
Test_383,0.99124444,0.0017403418,0.00082674425,0.006188457
Test_384,5.5243496e-14,0.00012259635,0.99987733,4.7963014e-20
Test_385,0.0077080126,0.056866467,0.00011359249,0.935312
Test_386,3.9009808e-07,0.6662737,0.33372575,1.3384759e-07
Test_387,0.0006214285,0.020944344,2.2277636e-06,0.97843194
Test_388,0.00022840229,0.0008855836,2.7741509e-08,0.99888605
Test_389,0.9873936,0.005427374,0.006456982,0.0007220189
Test_390,0.99427503,0.00038783255,0.00011962379,0.005217554
Test_391,1.8897614e-07,0.0072664698,0.99273336,8.794084e-10
Test_392,0.0001685214,0.0057025836,0.9941286,3.6734446e-07
Test_393,0.0025986687,0.0031718235,1.1290485e-06,0.99422836
Test_394,0.0060698967,0.017381046,8.111399e-06,0.976541
Test_395,2.8236208e-10,0.041627117,0.9583729,1.3785831e-12
Test_396,0.00011727699,0.0010389432,7.0253563e-09,0.9988438
Test_397,0.8409184,0.0016906944,2.9561435e-05,0.1573613
Test_398,1.000996e-19,0.00050525833,0.9994947,1.5598849e-31
Test_399,0.983472,0.0005673751,9.116756e-05,0.015869549
Test_400,3.4663994e-06,0.005990187,0.9940063,1.5622041e-09
Test_401,2.3713406e-07,0.009072161,0.9909276,1.618625e-10
Test_402,8.510685e-05,0.00044127638,4.427065e-09,0.99947363
Test_403,0.029563654,0.47611314,0.4908257,0.003497451
Test_404,0.4422474,0.03624598,0.001785745,0.5197209
Test_405,0.0012447218,0.013157656,2.0198565e-06,0.9855956
Test_406,3.1700065e-06,0.0005834206,8.5053097e-11,0.9994134
Test_407,0.00011901722,0.0008132001,2.4050182e-08,0.99906784
Test_408,3.490578e-05,0.003064223,4.4970525e-09,0.9969009
Test_409,0.013185707,0.075727805,0.91047573,0.00061073154
Test_410,0.0108903535,0.053599887,5.706795e-05,0.93545264
Test_411,0.99437684,0.00150864,0.0002715302,0.003842914
Test_412,3.4177929e-06,0.7908494,0.2091381,9.162474e-06
Test_413,0.9158574,0.010613041,0.0072063976,0.06632314
Test_414,3.064304e-12,0.15945986,0.8405401,1.6379359e-17
Test_415,1.306216e-07,0.001093624,0.99890625,3.5954217e-12
Test_416,0.3190731,0.006881587,9.2638445e-05,0.6739527
Test_417,1.2640392e-13,0.0005727169,0.9994273,3.3149832e-20
Test_418,0.99557805,0.0018329119,0.0006605918,0.0019284575
Test_419,0.9939043,0.0017860741,0.00026151646,0.004048
Test_420,9.120214e-06,0.050955676,0.94903505,1.6229492e-07
Test_421,0.0013478117,0.004803015,5.224059e-07,0.99384874
Test_422,0.6360892,8.5860775e-05,2.0744617e-06,0.36382294
